Customer Category,Item Category,SKU A,SKU A Desc,SKU B,SKU B Desc,Cross-Price Elasticity,Price Elasticity SKU A,Price Elasticity SKU B,Product Pair Type,SKU A Latest Price per qty,SKU A Latest Qty,SKU A Latest Transaction Date,SKU B Latest Price per qty,SKU B Latest Qty,SKU B Latest Transaction Date
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1031.0,SP02 CHIX BREAST,-0.8507863214054083,-2.613706844307453,-2.7660363542100925,complements - moderate,7.65,636.0,2024-01-31,7.65,180.0,2024-01-31
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1032.0,SP03 CHICKEN FILLET,-1.278461935697889,-2.613706844307453,-1.8320381296037658,complements - moderate,7.65,636.0,2024-01-31,7.65,492.0,2024-01-31
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1033.0,SP04 CHICKEN DRUMSTICK,-1.5257191164123811,-2.613706844307453,-3.0100573169794695,complements - close,7.65,636.0,2024-01-31,6.6,420.0,2024-01-31
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1034.0,SP05 CHIX MIDDLE WING,-0.6211216753323905,-2.613706844307453,-2.5248220178457346,complements - moderate,7.65,636.0,2024-01-31,6.6,180.0,2024-01-31
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1035.0,SP06 CHICKEN WINGSTICK,-1.6926113723356562,-2.613706844307453,-4.554377366768689,complements - close,7.65,636.0,2024-01-31,6.6,144.0,2024-01-31
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1036.0,SP07 CHIX BONE IN THIGH,-1.703513441973985,-2.613706844307453,-3.3527261598480576,complements - close,7.65,636.0,2024-01-31,8.4,264.0,2024-01-31
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1037.0,SP08 CHIX BONLESS LEG,-2.2291326997111254,-2.613706844307453,-3.3101447730711593,complements - close,7.65,636.0,2024-01-31,8.4,336.0,2024-01-31
SUPERMARKET,Raw,1030.0,SP01 SKINLESS CHIX BREAST,1152.0,SPICY CHICKEN CUTLET,2.2699876099430996,-2.613706844307453,0.7204441720768789,substitutes - close,7.65,636.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,Raw,1031.0,SP02 CHIX BREAST,1032.0,SP03 CHICKEN FILLET,-2.744247545131932,-2.7660363542100925,-1.8320381296037658,complements - close,7.65,180.0,2024-01-31,7.65,492.0,2024-01-31
SUPERMARKET,Raw,1031.0,SP02 CHIX BREAST,1033.0,SP04 CHICKEN DRUMSTICK,-3.1571081741812232,-2.7660363542100925,-3.0100573169794695,complements - close,7.65,180.0,2024-01-31,6.6,420.0,2024-01-31
SUPERMARKET,Raw,1031.0,SP02 CHIX BREAST,1034.0,SP05 CHIX MIDDLE WING,-1.2736759186587867,-2.7660363542100925,-2.5248220178457346,complements - moderate,7.65,180.0,2024-01-31,6.6,180.0,2024-01-31
SUPERMARKET,Raw,1031.0,SP02 CHIX BREAST,1035.0,SP06 CHICKEN WINGSTICK,-3.1668457199438658,-2.7660363542100925,-4.554377366768689,complements - close,7.65,180.0,2024-01-31,6.6,144.0,2024-01-31
SUPERMARKET,Raw,1031.0,SP02 CHIX BREAST,1036.0,SP07 CHIX BONE IN THIGH,-4.212634132098999,-2.7660363542100925,-3.3527261598480576,complements - close,7.65,180.0,2024-01-31,8.4,264.0,2024-01-31
SUPERMARKET,Raw,1031.0,SP02 CHIX BREAST,1037.0,SP08 CHIX BONLESS LEG,-4.16234669766548,-2.7660363542100925,-3.3101447730711593,complements - close,7.65,180.0,2024-01-31,8.4,336.0,2024-01-31
SUPERMARKET,Raw,1031.0,SP02 CHIX BREAST,1152.0,SPICY CHICKEN CUTLET,1.7319792074595164,-2.7660363542100925,0.7204441720768789,substitutes - close,7.65,180.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,Raw,1032.0,SP03 CHICKEN FILLET,1033.0,SP04 CHICKEN DRUMSTICK,-1.513412059084971,-1.8320381296037658,-3.0100573169794695,complements - close,7.65,492.0,2024-01-31,6.6,420.0,2024-01-31
SUPERMARKET,Raw,1032.0,SP03 CHICKEN FILLET,1034.0,SP05 CHIX MIDDLE WING,-0.2631247285583733,-1.8320381296037658,-2.5248220178457346,complements - weak,7.65,492.0,2024-01-31,6.6,180.0,2024-01-31
SUPERMARKET,Raw,1032.0,SP03 CHICKEN FILLET,1035.0,SP06 CHICKEN WINGSTICK,-1.370881641621407,-1.8320381296037658,-4.554377366768689,complements - moderate,7.65,492.0,2024-01-31,6.6,144.0,2024-01-31
SUPERMARKET,Raw,1032.0,SP03 CHICKEN FILLET,1036.0,SP07 CHIX BONE IN THIGH,-1.651352365290623,-1.8320381296037658,-3.3527261598480576,complements - close,7.65,492.0,2024-01-31,8.4,264.0,2024-01-31
SUPERMARKET,Raw,1032.0,SP03 CHICKEN FILLET,1037.0,SP08 CHIX BONLESS LEG,-1.8484022710216506,-1.8320381296037658,-3.3101447730711593,complements - close,7.65,492.0,2024-01-31,8.4,336.0,2024-01-31
SUPERMARKET,Raw,1032.0,SP03 CHICKEN FILLET,1152.0,SPICY CHICKEN CUTLET,2.1359442139980116,-1.8320381296037658,0.7204441720768789,substitutes - close,7.65,492.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,Raw,1033.0,SP04 CHICKEN DRUMSTICK,1034.0,SP05 CHIX MIDDLE WING,-1.5889531784542184,-3.0100573169794695,-2.5248220178457346,complements - close,6.6,420.0,2024-01-31,6.6,180.0,2024-01-31
SUPERMARKET,Raw,1033.0,SP04 CHICKEN DRUMSTICK,1035.0,SP06 CHICKEN WINGSTICK,-2.2198557659395766,-3.0100573169794695,-4.554377366768689,complements - close,6.6,420.0,2024-01-31,6.6,144.0,2024-01-31
SUPERMARKET,Raw,1033.0,SP04 CHICKEN DRUMSTICK,1036.0,SP07 CHIX BONE IN THIGH,-2.575355349354857,-3.0100573169794695,-3.3527261598480576,complements - close,6.6,420.0,2024-01-31,8.4,264.0,2024-01-31
SUPERMARKET,Raw,1033.0,SP04 CHICKEN DRUMSTICK,1037.0,SP08 CHIX BONLESS LEG,-2.751619596707598,-3.0100573169794695,-3.3101447730711593,complements - close,6.6,420.0,2024-01-31,8.4,336.0,2024-01-31
SUPERMARKET,Raw,1033.0,SP04 CHICKEN DRUMSTICK,1152.0,SPICY CHICKEN CUTLET,2.0241067536111434,-3.0100573169794695,0.7204441720768789,substitutes - close,6.6,420.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,Raw,1034.0,SP05 CHIX MIDDLE WING,1035.0,SP06 CHICKEN WINGSTICK,-2.930320396167477,-2.5248220178457346,-4.554377366768689,complements - close,6.6,180.0,2024-01-31,6.6,144.0,2024-01-31
SUPERMARKET,Raw,1034.0,SP05 CHIX MIDDLE WING,1036.0,SP07 CHIX BONE IN THIGH,-3.5018834606436995,-2.5248220178457346,-3.3527261598480576,complements - close,6.6,180.0,2024-01-31,8.4,264.0,2024-01-31
SUPERMARKET,Raw,1034.0,SP05 CHIX MIDDLE WING,1037.0,SP08 CHIX BONLESS LEG,-3.7165332399033173,-2.5248220178457346,-3.3101447730711593,complements - close,6.6,180.0,2024-01-31,8.4,336.0,2024-01-31
SUPERMARKET,Raw,1034.0,SP05 CHIX MIDDLE WING,1152.0,SPICY CHICKEN CUTLET,1.7688875501254888,-2.5248220178457346,0.7204441720768789,substitutes - close,6.6,180.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,Raw,1035.0,SP06 CHICKEN WINGSTICK,1036.0,SP07 CHIX BONE IN THIGH,-5.4141916671297485,-4.554377366768689,-3.3527261598480576,complements - close,6.6,144.0,2024-01-31,8.4,264.0,2024-01-31
SUPERMARKET,Raw,1035.0,SP06 CHICKEN WINGSTICK,1037.0,SP08 CHIX BONLESS LEG,-4.856575785369484,-4.554377366768689,-3.3101447730711593,complements - close,6.6,144.0,2024-01-31,8.4,336.0,2024-01-31
SUPERMARKET,Raw,1035.0,SP06 CHICKEN WINGSTICK,1152.0,SPICY CHICKEN CUTLET,1.6213987656437123,-4.554377366768689,0.7204441720768789,substitutes - close,6.6,144.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,Raw,1036.0,SP07 CHIX BONE IN THIGH,1037.0,SP08 CHIX BONLESS LEG,-2.9922051365949476,-3.3527261598480576,-3.3101447730711593,complements - close,8.4,264.0,2024-01-31,8.4,336.0,2024-01-31
SUPERMARKET,Raw,1036.0,SP07 CHIX BONE IN THIGH,1152.0,SPICY CHICKEN CUTLET,1.9410574394496112,-3.3527261598480576,0.7204441720768789,substitutes - close,8.4,264.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,Raw,1037.0,SP08 CHIX BONLESS LEG,1152.0,SPICY CHICKEN CUTLET,1.9812111402919987,-3.3101447730711593,0.7204441720768789,substitutes - close,8.4,336.0,2024-01-31,17.25,6.0,2024-01-31
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,1160.0,(9) SKINLESS CHIX BREAST 345G,-1.4912489711334924,0.2827734030479786,31.728249936034597,complements - moderate,17.55,200.0,2024-01-31,8.85,960.0,2024-01-29
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,1162.0,(3) CRISPY CHIX S/WEED 400G,-3.7463970154059347,0.2827734030479786,29.597347886690446,complements - close,17.55,200.0,2024-01-31,8.25,24.0,2024-01-31
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,1163.0,(1) CRISPY CHIX ORIGINAL 400G,-1.9692499484670576,0.2827734030479786,23.960740218660064,complements - close,17.55,200.0,2024-01-31,8.28,60.0,2024-01-31
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,1166.0,(2) SUPER CRISPY CHIX 400G,-1.6032909310942116,0.2827734030479786,30.20887733593892,complements - close,17.55,200.0,2024-01-31,8.28,48.0,2024-01-31
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,1345.0,CHICK & CHEESE SAUSAGE,2.055814627226442,0.2827734030479786,3.4377931967730393,substitutes - close,17.55,200.0,2024-01-31,1.95,688.0,2024-01-30
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,9011.0,CONTAINER / STOCKS,0.841690089898599,0.2827734030479786,1.4797927410234504,substitutes - moderate,17.55,200.0,2024-01-31,153.75,1722.0,2022-10-20
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,9016.0,CONTAINER / STOCKS,1.0741536716550066,0.2827734030479786,1.727534950751644,substitutes - moderate,17.55,200.0,2024-01-31,100.8,144.0,2022-12-30
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,9006.0,CONTAINER / STOCKS,0.8423172659752309,0.2827734030479786,1.5579766032671283,substitutes - moderate,17.55,200.0,2024-01-31,168.0,4261.0,2022-12-29
SUPERMARKET,RTC,1158.0,(33) CRISPY CHICKEN SEAWEED 1KG,1348.0,CHILLI CHICKEN SAUSAGE,2.0704621945442234,0.2827734030479786,3.2038790446016447,substitutes - close,17.55,200.0,2024-01-31,1.95,784.0,2024-01-31
SUPERMARKET,RTC,1160.0,(9) SKINLESS CHIX BREAST 345G,1162.0,(3) CRISPY CHIX S/WEED 400G,29.560138202383197,31.728249936034597,29.597347886690446,substitutes - close,8.85,960.0,2024-01-29,8.25,24.0,2024-01-31
SUPERMARKET,RTC,1160.0,(9) SKINLESS CHIX BREAST 345G,1163.0,(1) CRISPY CHIX ORIGINAL 400G,28.66942779270587,31.728249936034597,23.960740218660064,substitutes - close,8.85,960.0,2024-01-29,8.28,60.0,2024-01-31
SUPERMARKET,RTC,1160.0,(9) SKINLESS CHIX BREAST 345G,1166.0,(2) SUPER CRISPY CHIX 400G,31.8863164688783,31.728249936034597,30.20887733593892,substitutes - close,8.85,960.0,2024-01-29,8.28,48.0,2024-01-31
SUPERMARKET,RTC,1160.0,(9) SKINLESS CHIX BREAST 345G,1345.0,CHICK & CHEESE SAUSAGE,2.2084406602453996,31.728249936034597,3.4377931967730393,substitutes - close,8.85,960.0,2024-01-29,1.95,688.0,2024-01-30
SUPERMARKET,RTC,1160.0,(9) SKINLESS CHIX BREAST 345G,9006.0,CONTAINER / STOCKS,0.48495786851284517,31.728249936034597,1.5579766032671283,substitutes - weak,8.85,960.0,2024-01-29,168.0,4261.0,2022-12-29
SUPERMARKET,RTC,1160.0,(9) SKINLESS CHIX BREAST 345G,1348.0,CHILLI CHICKEN SAUSAGE,2.137962513348776,31.728249936034597,3.2038790446016447,substitutes - close,8.85,960.0,2024-01-29,1.95,784.0,2024-01-31
SUPERMARKET,RTC,1162.0,(3) CRISPY CHIX S/WEED 400G,1163.0,(1) CRISPY CHIX ORIGINAL 400G,18.55345458617032,29.597347886690446,23.960740218660064,substitutes - close,8.25,24.0,2024-01-31,8.28,60.0,2024-01-31
SUPERMARKET,RTC,1162.0,(3) CRISPY CHIX S/WEED 400G,1166.0,(2) SUPER CRISPY CHIX 400G,20.717773247260293,29.597347886690446,30.20887733593892,substitutes - close,8.25,24.0,2024-01-31,8.28,48.0,2024-01-31
SUPERMARKET,RTC,1162.0,(3) CRISPY CHIX S/WEED 400G,1345.0,CHICK & CHEESE SAUSAGE,2.1267423762633046,29.597347886690446,3.4377931967730393,substitutes - close,8.25,24.0,2024-01-31,1.95,688.0,2024-01-30
SUPERMARKET,RTC,1162.0,(3) CRISPY CHIX S/WEED 400G,9011.0,CONTAINER / STOCKS,0.7311896372417613,29.597347886690446,1.4797927410234504,substitutes - moderate,8.25,24.0,2024-01-31,153.75,1722.0,2022-10-20
SUPERMARKET,RTC,1162.0,(3) CRISPY CHIX S/WEED 400G,9016.0,CONTAINER / STOCKS,0.7229798324014947,29.597347886690446,1.727534950751644,substitutes - moderate,8.25,24.0,2024-01-31,100.8,144.0,2022-12-30
SUPERMARKET,RTC,1162.0,(3) CRISPY CHIX S/WEED 400G,9006.0,CONTAINER / STOCKS,0.7325957328090502,29.597347886690446,1.5579766032671283,substitutes - moderate,8.25,24.0,2024-01-31,168.0,4261.0,2022-12-29
SUPERMARKET,RTC,1162.0,(3) CRISPY CHIX S/WEED 400G,1348.0,CHILLI CHICKEN SAUSAGE,2.0358742187606733,29.597347886690446,3.2038790446016447,substitutes - close,8.25,24.0,2024-01-31,1.95,784.0,2024-01-31
SUPERMARKET,RTC,1163.0,(1) CRISPY CHIX ORIGINAL 400G,1166.0,(2) SUPER CRISPY CHIX 400G,17.001313702130247,23.960740218660064,30.20887733593892,substitutes - close,8.28,60.0,2024-01-31,8.28,48.0,2024-01-31
SUPERMARKET,RTC,1163.0,(1) CRISPY CHIX ORIGINAL 400G,1345.0,CHICK & CHEESE SAUSAGE,1.8534504934164804,23.960740218660064,3.4377931967730393,substitutes - close,8.28,60.0,2024-01-31,1.95,688.0,2024-01-30
SUPERMARKET,RTC,1163.0,(1) CRISPY CHIX ORIGINAL 400G,9011.0,CONTAINER / STOCKS,0.5967371124366699,23.960740218660064,1.4797927410234504,substitutes - moderate,8.28,60.0,2024-01-31,153.75,1722.0,2022-10-20
SUPERMARKET,RTC,1163.0,(1) CRISPY CHIX ORIGINAL 400G,9016.0,CONTAINER / STOCKS,0.748450758754234,23.960740218660064,1.727534950751644,substitutes - moderate,8.28,60.0,2024-01-31,100.8,144.0,2022-12-30
SUPERMARKET,RTC,1163.0,(1) CRISPY CHIX ORIGINAL 400G,9006.0,CONTAINER / STOCKS,0.6202334448725115,23.960740218660064,1.5579766032671283,substitutes - moderate,8.28,60.0,2024-01-31,168.0,4261.0,2022-12-29
SUPERMARKET,RTC,1163.0,(1) CRISPY CHIX ORIGINAL 400G,1348.0,CHILLI CHICKEN SAUSAGE,1.782929686672213,23.960740218660064,3.2038790446016447,substitutes - close,8.28,60.0,2024-01-31,1.95,784.0,2024-01-31
SUPERMARKET,RTC,1166.0,(2) SUPER CRISPY CHIX 400G,1345.0,CHICK & CHEESE SAUSAGE,1.8277777972784413,30.20887733593892,3.4377931967730393,substitutes - close,8.28,48.0,2024-01-31,1.95,688.0,2024-01-30
SUPERMARKET,RTC,1166.0,(2) SUPER CRISPY CHIX 400G,9011.0,CONTAINER / STOCKS,0.6369991485564755,30.20887733593892,1.4797927410234504,substitutes - moderate,8.28,48.0,2024-01-31,153.75,1722.0,2022-10-20
SUPERMARKET,RTC,1166.0,(2) SUPER CRISPY CHIX 400G,9016.0,CONTAINER / STOCKS,0.5386586003325561,30.20887733593892,1.727534950751644,substitutes - moderate,8.28,48.0,2024-01-31,100.8,144.0,2022-12-30
SUPERMARKET,RTC,1166.0,(2) SUPER CRISPY CHIX 400G,9006.0,CONTAINER / STOCKS,0.5564267737773494,30.20887733593892,1.5579766032671283,substitutes - moderate,8.28,48.0,2024-01-31,168.0,4261.0,2022-12-29
SUPERMARKET,RTC,1166.0,(2) SUPER CRISPY CHIX 400G,1348.0,CHILLI CHICKEN SAUSAGE,1.7904198841641412,30.20887733593892,3.2038790446016447,substitutes - close,8.28,48.0,2024-01-31,1.95,784.0,2024-01-31
SUPERMARKET,RTC,1345.0,CHICK & CHEESE SAUSAGE,9011.0,CONTAINER / STOCKS,1.1010932370224287,3.4377931967730393,1.4797927410234504,substitutes - moderate,1.95,688.0,2024-01-30,153.75,1722.0,2022-10-20
SUPERMARKET,RTC,1345.0,CHICK & CHEESE SAUSAGE,9016.0,CONTAINER / STOCKS,1.4936900142071965,3.4377931967730393,1.727534950751644,substitutes - moderate,1.95,688.0,2024-01-30,100.8,144.0,2022-12-30
SUPERMARKET,RTC,1345.0,CHICK & CHEESE SAUSAGE,9006.0,CONTAINER / STOCKS,1.3527617192682804,3.4377931967730393,1.5579766032671283,substitutes - moderate,1.95,688.0,2024-01-30,168.0,4261.0,2022-12-29
SUPERMARKET,RTC,1345.0,CHICK & CHEESE SAUSAGE,1348.0,CHILLI CHICKEN SAUSAGE,3.2574816183062714,3.4377931967730393,3.2038790446016447,substitutes - close,1.95,688.0,2024-01-30,1.95,784.0,2024-01-31
SUPERMARKET,RTC,9016.0,CONTAINER / STOCKS,9006.0,CONTAINER / STOCKS,1.5548903368836204,1.727534950751644,1.5579766032671283,substitutes - close,100.8,144.0,2022-12-30,168.0,4261.0,2022-12-29
SUPERMARKET,RTE,1331.0,BETAGRO BREAST GARLIC PEPPER,1332.0,BETAGRO BREAST HERBS,3.849829656835791,3.848013790405534,3.8518522289672865,substitutes - close,2.55,1728.0,2024-01-31,2.55,1760.0,2024-01-31
SUPERMARKET,RTE,1331.0,BETAGRO BREAST GARLIC PEPPER,1333.0,BETAGRO BREAST PINK SALT,3.8497221573260294,3.848013790405534,3.1232422364496912,substitutes - close,2.55,1728.0,2024-01-31,2.55,488.0,2024-01-31
SUPERMARKET,RTE,1331.0,BETAGRO BREAST GARLIC PEPPER,1330.0,BETAGRO BREAST HOT & SPICY,3.8485590826476423,3.848013790405534,3.8590808395898373,substitutes - close,2.55,1728.0,2024-01-31,2.55,1976.0,2024-01-31
SUPERMARKET,RTE,1331.0,BETAGRO BREAST GARLIC PEPPER,1334.0,BETAGRO BREAST BLACK PEPPER CK CUT,3.8448355612064367,3.848013790405534,3.5604135723091916,substitutes - close,2.55,1728.0,2024-01-31,2.55,952.0,2024-01-31
SUPERMARKET,RTE,1331.0,BETAGRO BREAST GARLIC PEPPER,1335.0,BETAGRO BREAST ROSEMARY GARLIC,3.8127077508498814,3.848013790405534,3.1885829023474717,substitutes - close,2.55,1728.0,2024-01-31,2.55,544.0,2024-01-31
SUPERMARKET,RTE,1331.0,BETAGRO BREAST GARLIC PEPPER,1336.0,BETAGRO BREAST LEMON & SPICES,3.7842936208091658,3.848013790405534,3.1893664464366296,substitutes - close,2.55,1728.0,2024-01-31,2.55,528.0,2024-01-31
SUPERMARKET,RTE,1331.0,BETAGRO BREAST GARLIC PEPPER,1337.0,BETAGRO BREAST YUZU PEPPER,3.731194642584362,3.848013790405534,3.2989725459964365,substitutes - close,2.55,1728.0,2024-01-31,2.55,512.0,2024-01-31
